UDN,ESTADO,CODIGO,Razon_Social,CLIENTE,RFC,FECHA_ALTA,FECHA_BAJA,CONTACTO,VALES,ESTADO_CRED,DIAS_CRED,LIMITE_CRED,OBSERVACIONES,OBSERVACIONES_CRED
UDN_000001,20,CLIENTE_002061,Cliente 002061,Cliente 002061,RFC_000002,17/03/2024,27/12/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002062,Cliente 002062,Cliente 002062,RFC_000002,17/03/2024,21/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002063,Cliente 002063,Cliente 002063,RFC_000002,19/03/2024,25/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002064,Cliente 002064,Cliente 002064,RFC_000002,23/03/2024,04/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002065,Cliente 002065,Cliente 002065,RFC_000002,03/04/2024,23/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002066,Cliente 002066,Cliente 002066,RFC_000002,08/04/2024,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002067,Cliente 002067,Cliente 002067,RFC_000002,09/04/2024,16/01/2027,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002068,Cliente 002068,Cliente 002068,RFC_000002,09/04/2024,11/08/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002069,Cliente 002069,Cliente 002069,RFC_000002,09/04/2024,14/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002070,Cliente 002070,Cliente 002070,RFC_000002,09/04/2024,22/07/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002071,Cliente 002071,Cliente 002071,RFC_000002,10/04/2024,30/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002072,Cliente 002072,Cliente 002072,RFC_000002,14/04/2024,04/02/2027,,,0,0,0,,
UDN_000001,20,CLIENTE_002073,Cliente 002073,Cliente 002073,RFC_000002,16/04/2024,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002074,Cliente 002074,Cliente 002074,RFC_000002,17/04/2024,11/03/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002075,Cliente 002075,Cliente 002075,RFC_000002,18/04/2024,26/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002076,Cliente 002076,Cliente 002076,RFC_000002,18/04/2024,16/08/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002077,Cliente 002077,Cliente 002077,RFC_000002,20/04/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002078,Cliente 002078,Cliente 002078,RFC_000002,20/04/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002079,Cliente 002079,Cliente 002079,RFC_000002,24/04/2024,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002080,Cliente 002080,Cliente 002080,RFC_000002,28/04/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002081,Cliente 002081,Cliente 002081,RFC_000002,05/05/2024,28/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002082,Cliente 002082,Cliente 002082,RFC_000002,06/05/2024,26/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002083,Cliente 002083,Cliente 002083,RFC_000002,06/05/2024,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002084,Cliente 002084,Cliente 002084,RFC_000002,07/05/2024,20/01/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002085,Cliente 002085,Cliente 002085,RFC_000002,07/05/2024,03/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002086,Cliente 002086,Cliente 002086,RFC_000002,07/05/2024,04/02/2027,,,0,0,0,,
UDN_000001,20,CLIENTE_002087,Cliente 002087,Cliente 002087,RFC_000002,08/05/2024,29/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002088,Cliente 002088,Cliente 002088,RFC_000002,12/05/2024,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002089,Cliente 002089,Cliente 002089,RFC_000002,12/05/2024,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002090,Cliente 002090,Cliente 002090,RFC_000002,12/05/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002091,Cliente 002091,Cliente 002091,RFC_000002,12/05/2024,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002092,Cliente 002092,Cliente 002092,RFC_000002,13/05/2024,28/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002093,Cliente 002093,Cliente 002093,RFC_000002,13/05/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002094,Cliente 002094,Cliente 002094,RFC_000002,14/05/2024,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002095,Cliente 002095,Cliente 002095,RFC_000002,14/05/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002096,Cliente 002096,Cliente 002096,RFC_000002,15/05/2024,23/11/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002097,Cliente 002097,Cliente 002097,RFC_000002,15/05/2024,11/12/2025,,0,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002098,Cliente 002098,Cliente 002098,RFC_000002,16/05/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002099,Cliente 002099,Cliente 002099,RFC_000002,16/05/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002100,Cliente 002100,Cliente 002100,RFC_000002,16/05/2024,26/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002101,Cliente 002101,Cliente 002101,RFC_000002,16/05/2024,17/02/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002102,Cliente 002102,Cliente 002102,RFC_000002,16/05/2024,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002103,Cliente 002103,Cliente 002103,RFC_000002,16/05/2024,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002104,Cliente 002104,Cliente 002104,RFC_000002,18/05/2024,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002105,Cliente 002105,Cliente 002105,RFC_000002,18/05/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002106,Cliente 002106,Cliente 002106,RFC_000002,18/05/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002107,Cliente 002107,Cliente 002107,RFC_000002,19/05/2024,25/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002108,Cliente 002108,Cliente 002108,RFC_000002,22/05/2024,11/08/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002109,Cliente 002109,Cliente 002109,RFC_000002,23/05/2024,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002110,Cliente 002110,Cliente 002110,RFC_000002,23/05/2024,27/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002111,Cliente 002111,Cliente 002111,RFC_000002,27/05/2024,15/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002112,Cliente 002112,Cliente 002112,RFC_000002,27/05/2024,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002113,Cliente 002113,Cliente 002113,RFC_000002,27/05/2024,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002114,Cliente 002114,Cliente 002114,RFC_000002,29/05/2024,09/01/2027,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002115,Cliente 002115,Cliente 002115,RFC_000002,30/05/2024,19/09/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002116,Cliente 002116,Cliente 002116,RFC_000002,02/06/2024,23/11/2026,,,0,0,0,Dato anonimizado,
UDN_000001,20,CLIENTE_002117,Cliente 002117,Cliente 002117,RFC_000002,02/06/2024,14/10/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002118,Cliente 002118,Cliente 002118,RFC_000002,02/06/2024,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002119,Cliente 002119,Cliente 002119,RFC_000002,03/06/2024,13/12/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002120,Cliente 002120,Cliente 002120,RFC_000002,04/06/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002121,Cliente 002121,Cliente 002121,RFC_000002,04/06/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002122,Cliente 002122,Cliente 002122,RFC_000002,04/06/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002123,Cliente 002123,Cliente 002123,RFC_000002,05/06/2024,15/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002124,Cliente 002124,Cliente 002124,RFC_000002,10/06/2024,26/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002125,Cliente 002125,Cliente 002125,RFC_000002,12/06/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002126,Cliente 002126,Cliente 002126,RFC_000002,12/06/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002127,Cliente 002127,Cliente 002127,RFC_000002,13/06/2024,25/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002128,Cliente 002128,Cliente 002128,RFC_000002,17/06/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002129,Cliente 002129,Cliente 002129,RFC_000002,17/06/2024,11/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002130,Cliente 002130,Cliente 002130,RFC_000002,19/06/2024,18/08/2024,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002131,Cliente 002131,Cliente 002131,RFC_000002,19/06/2024,27/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002132,Cliente 002132,Cliente 002132,RFC_000002,19/06/2024,29/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002133,Cliente 002133,Cliente 002133,RFC_000002,19/06/2024,15/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002134,Cliente 002134,Cliente 002134,RFC_000002,19/06/2024,14/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002135,Cliente 002135,Cliente 002135,RFC_000002,19/06/2024,03/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002136,Cliente 002136,Cliente 002136,RFC_000002,19/06/2024,26/12/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002137,Cliente 002137,Cliente 002137,RFC_000002,20/06/2024,19/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002138,Cliente 002138,Cliente 002138,RFC_000002,20/06/2024,19/08/2026,,,0,0,0,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_002139,Cliente 002139,Cliente 002139,RFC_000002,23/06/2024,31/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002140,Cliente 002140,Cliente 002140,RFC_000002,25/06/2024,11/08/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002141,Cliente 002141,Cliente 002141,RFC_000002,27/06/2024,18/10/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002142,Cliente 002142,Cliente 002142,RFC_000002,27/06/2024,27/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002143,Cliente 002143,Cliente 002143,RFC_000002,30/06/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002144,Cliente 002144,Cliente 002144,RFC_000002,01/07/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002145,Cliente 002145,Cliente 002145,RFC_000002,02/07/2024,21/01/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002146,Cliente 002146,Cliente 002146,RFC_000002,02/07/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002147,Cliente 002147,Cliente 002147,RFC_000002,02/07/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002148,Cliente 002148,Cliente 002148,RFC_000002,03/07/2024,23/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002149,Cliente 002149,Cliente 002149,RFC_000002,04/07/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002150,Cliente 002150,Cliente 002150,RFC_000002,06/07/2024,29/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002151,Cliente 002151,Cliente 002151,RFC_000002,06/07/2024,09/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002152,Cliente 002152,Cliente 002152,RFC_000002,06/07/2024,07/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002153,Cliente 002153,Cliente 002153,RFC_000002,06/07/2024,01/10/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002154,Cliente 002154,Cliente 002154,RFC_000002,06/07/2024,04/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002155,Cliente 002155,Cliente 002155,RFC_000002,06/07/2024,29/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002156,Cliente 002156,Cliente 002156,RFC_000002,06/07/2024,13/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002157,Cliente 002157,Cliente 002157,RFC_000002,06/07/2024,12/12/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002158,Cliente 002158,Cliente 002158,RFC_000003,07/07/2024,18/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002159,Cliente 002159,Cliente 002159,RFC_000002,07/07/2024,13/06/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002160,Cliente 002160,Cliente 002160,RFC_000002,07/07/2024,13/06/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002161,Cliente 002161,Cliente 002161,RFC_000002,07/07/2024,07/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002162,Cliente 002162,Cliente 002162,RFC_000002,07/07/2024,15/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002163,Cliente 002163,Cliente 002163,RFC_000002,07/07/2024,03/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002164,Cliente 002164,Cliente 002164,RFC_000002,07/07/2024,01/10/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002165,Cliente 002165,Cliente 002165,RFC_000002,07/07/2024,21/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002166,Cliente 002166,Cliente 002166,RFC_000002,07/07/2024,24/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002167,Cliente 002167,Cliente 002167,RFC_000002,07/07/2024,14/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002168,Cliente 002168,Cliente 002168,RFC_000002,07/07/2024,21/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002169,Cliente 002169,Cliente 002169,RFC_000002,07/07/2024,04/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002170,Cliente 002170,Cliente 002170,RFC_000002,08/07/2024,21/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002171,Cliente 002171,Cliente 002171,RFC_000002,09/07/2024,04/03/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002172,Cliente 002172,Cliente 002172,RFC_000002,09/07/2024,12/02/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002173,Cliente 002173,Cliente 002173,RFC_000002,10/07/2024,13/06/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002174,Cliente 002174,Cliente 002174,RFC_000002,10/07/2024,13/06/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002175,Cliente 002175,Cliente 002175,RFC_000002,10/07/2024,13/06/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002176,Cliente 002176,Cliente 002176,RFC_000002,11/07/2024,18/11/2025,,1,0,0,0,,
UDN_000001,20,CLIENTE_002177,Cliente 002177,Cliente 002177,RFC_000002,11/07/2024,18/11/2025,,1,0,0,0,,
UDN_000001,20,CLIENTE_002178,Cliente 002178,Cliente 002178,RFC_000002,11/07/2024,18/11/2025,,1,0,0,0,,
UDN_000001,20,CLIENTE_002179,Cliente 002179,Cliente 002179,RFC_000002,13/07/2024,03/01/2027,,1,0,0,0,,
UDN_000001,20,CLIENTE_002180,Cliente 002180,Cliente 002180,RFC_000002,14/07/2024,07/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002181,Cliente 002181,Cliente 002181,RFC_000002,14/07/2024,04/04/2026,,,1,90,1000000,Dato anonimizado,Dato anonimizado
UDN_000001,20,CLIENTE_002182,Cliente 002182,Cliente 002182,RFC_000002,14/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002183,Cliente 002183,Cliente 002183,RFC_000002,14/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002184,Cliente 002184,Cliente 002184,RFC_000002,14/07/2024,21/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002185,Cliente 002185,Cliente 002185,RFC_000002,14/07/2024,07/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002186,Cliente 002186,Cliente 002186,RFC_000002,14/07/2024,07/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002187,Cliente 002187,Cliente 002187,RFC_000002,15/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002188,Cliente 002188,Cliente 002188,RFC_000002,15/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002189,Cliente 002189,Cliente 002189,RFC_000002,15/07/2024,21/03/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002190,Cliente 002190,Cliente 002190,RFC_000002,15/07/2024,17/03/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002191,Cliente 002191,Cliente 002191,RFC_000002,15/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002192,Cliente 002192,Cliente 002192,RFC_000002,15/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002193,Cliente 002193,Cliente 002193,RFC_000002,17/07/2024,04/02/2027,,,0,0,0,,
UDN_000001,20,CLIENTE_002194,Cliente 002194,Cliente 002194,RFC_000002,18/07/2024,06/02/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002195,Cliente 002195,Cliente 002195,RFC_000002,18/07/2024,04/02/2027,,,0,0,0,,
UDN_000001,20,CLIENTE_002196,Cliente 002196,Cliente 002196,RFC_000002,22/07/2024,11/08/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002197,Cliente 002197,Cliente 002197,RFC_000003,22/07/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002198,Cliente 002198,Cliente 002198,RFC_000003,22/07/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002199,Cliente 002199,Cliente 002199,RFC_000003,22/07/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002200,Cliente 002200,Cliente 002200,RFC_000002,25/07/2024,15/04/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002201,Cliente 002201,Cliente 002201,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002202,Cliente 002202,Cliente 002202,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002203,Cliente 002203,Cliente 002203,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002204,Cliente 002204,Cliente 002204,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002205,Cliente 002205,Cliente 002205,RFC_000002,25/07/2024,02/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002206,Cliente 002206,Cliente 002206,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002207,Cliente 002207,Cliente 002207,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002208,Cliente 002208,Cliente 002208,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002209,Cliente 002209,Cliente 002209,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002210,Cliente 002210,Cliente 002210,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002211,Cliente 002211,Cliente 002211,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002212,Cliente 002212,Cliente 002212,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002213,Cliente 002213,Cliente 002213,RFC_000002,25/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002214,Cliente 002214,Cliente 002214,RFC_000002,27/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002215,Cliente 002215,Cliente 002215,RFC_000002,27/07/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002216,Cliente 002216,Cliente 002216,RFC_000002,27/07/2024,11/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002217,Cliente 002217,Cliente 002217,RFC_000002,27/07/2024,24/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002218,Cliente 002218,Cliente 002218,RFC_000002,27/07/2024,12/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002219,Cliente 002219,Cliente 002219,RFC_000002,27/07/2024,12/11/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002220,Cliente 002220,Cliente 002220,RFC_000002,28/07/2024,04/02/2027,,,0,0,0,,
UDN_000001,20,CLIENTE_002221,Cliente 002221,Cliente 002221,RFC_000002,28/07/2024,09/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002222,Cliente 002222,Cliente 002222,RFC_000002,28/07/2024,23/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002223,Cliente 002223,Cliente 002223,RFC_000002,28/07/2024,31/03/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002224,Cliente 002224,Cliente 002224,RFC_000002,28/07/2024,11/11/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002225,Cliente 002225,Cliente 002225,RFC_000002,30/07/2024,27/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002226,Cliente 002226,Cliente 002226,RFC_000002,30/07/2024,27/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002227,Cliente 002227,Cliente 002227,RFC_000002,30/07/2024,12/01/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002228,Cliente 002228,Cliente 002228,RFC_000002,30/07/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002229,Cliente 002229,Cliente 002229,RFC_000002,31/07/2024,07/02/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002230,Cliente 002230,Cliente 002230,RFC_000002,31/07/2024,27/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002231,Cliente 002231,Cliente 002231,RFC_000002,31/07/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002232,Cliente 002232,Cliente 002232,RFC_000002,01/08/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002233,Cliente 002233,Cliente 002233,RFC_000002,04/08/2024,28/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002234,Cliente 002234,Cliente 002234,RFC_000002,04/08/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002235,Cliente 002235,Cliente 002235,RFC_000002,04/08/2024,04/02/2027,,,0,0,0,,
UDN_000001,20,CLIENTE_002236,Cliente 002236,Cliente 002236,RFC_000002,04/08/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002237,Cliente 002237,Cliente 002237,RFC_000002,04/08/2024,27/05/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002238,Cliente 002238,Cliente 002238,RFC_000002,05/08/2024,16/12/2025,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002239,Cliente 002239,Cliente 002239,RFC_000002,05/08/2024,07/03/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002240,Cliente 002240,Cliente 002240,RFC_000002,05/08/2024,22/03/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002241,Cliente 002241,Cliente 002241,RFC_000002,05/08/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002242,Cliente 002242,Cliente 002242,RFC_000002,05/08/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002243,Cliente 002243,Cliente 002243,RFC_000002,05/08/2024,09/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002244,Cliente 002244,Cliente 002244,RFC_000002,05/08/2024,04/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002245,Cliente 002245,Cliente 002245,RFC_000002,05/08/2024,19/09/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002246,Cliente 002246,Cliente 002246,RFC_000002,05/08/2024,09/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002247,Cliente 002247,Cliente 002247,RFC_000002,05/08/2024,28/05/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002248,Cliente 002248,Cliente 002248,RFC_000002,06/08/2024,08/02/2026,,,0,0,0,,Dato anonimizado
UDN_000001,20,CLIENTE_002249,Cliente 002249,Cliente 002249,RFC_000002,06/08/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002250,Cliente 002250,Cliente 002250,RFC_000002,06/08/2024,03/03/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002251,Cliente 002251,Cliente 002251,RFC_000002,06/08/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002252,Cliente 002252,Cliente 002252,RFC_000002,06/08/2024,10/07/2025,,,0,0,0,,
UDN_000001,20,CLIENTE_002253,Cliente 002253,Cliente 002253,RFC_000002,06/08/2024,15/04/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002254,Cliente 002254,Cliente 002254,RFC_000002,10/08/2024,03/03/2026,,,0,0,0,,
UDN_000001,20,CLIENTE_002255,Cliente 002255,Cliente 002255,RFC_000002,10/08/2024,08/07/2026,,,0,0,0,,
