SYSUDN_CODIGO_K,LIQUID_REFERENCIA,CTECLI_CODIGO_K,CFGEPL_CODIGO_K,CFGEPL_NOMBRE,CFGECO_CODIGO_K,CFGECO_DESCRIPCION,LIQUID_AYUDANTE1,LIQUID_AYUDANTE2,LIQUID_FECHAENT,VTARUT_CODIGO_K,VTARUT_DESCRIPCION,PRODUC_CODIGO_K,PRODUC_DESCRIPCION,PROPRE_CODIGO_K,FACDOC_FECHA,TPO_VTA,PIEZAS,COSTO,IMPORTE,LIQUIDACION,VENTA
UDN_000002,REF_000045,CLIENTE_020470,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_020467,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_021246,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,1,17,17,17,7274.0004
UDN_000002,REF_000045,CLIENTE_021246,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,1,8,8,8,7274.0004
UDN_000002,REF_000045,CLIENTE_021246,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_021255,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,11/02/2027,CONTADO,3,24,72,72,7274.0004
UDN_000002,REF_000045,CLIENTE_021255,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_021252,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_021254,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_021256,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,7,45,315,315,7274.0004
UDN_000002,REF_000045,CLIENTE_021277,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_021407,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,7,45,315,315,7274.0004
UDN_000002,REF_000045,CLIENTE_021503,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000037,PRODUCTO_000032,PROD_000007,11/02/2027,CONTADO,1,7,7,7,7274.0004
UDN_000002,REF_000045,CLIENTE_021503,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000038,PRODUCTO_000033,PROD_000007,11/02/2027,CONTADO,1,24,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_021827,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,11/02/2027,CONTADO,1,24,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_021827,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,1,17,17,17,7274.0004
UDN_000002,REF_000045,CLIENTE_021827,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,1,8,8,8,7274.0004
UDN_000002,REF_000045,CLIENTE_021864,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_021953,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_021954,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_021959,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_021974,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,4,45,180,180,7274.0004
UDN_000002,REF_000045,CLIENTE_022405,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CREDITO,1,37,-37,0,7274.0004
UDN_000002,REF_000045,CLIENTE_023840,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_024405,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,3,17,51,51,7274.0004
UDN_000002,REF_000045,CLIENTE_024405,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000041,PRODUCTO_000037,PROD_000015,11/02/2027,CONTADO,2,36,72,72,7274.0004
UDN_000002,REF_000045,CLIENTE_024405,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000044,PRODUCTO_000039,PROD_000015,11/02/2027,CONTADO,1,36,36,36,7274.0004
UDN_000002,REF_000045,CLIENTE_024405,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_024658,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000019,PRODUCTO_000015,PROD_000020,11/02/2027,CONTADO,12,9.1667,110.0004,110.0004,7274.0004
UDN_000002,REF_000045,CLIENTE_025254,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_025380,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000014,PRODUCTO_000012,PROD_000015,11/02/2027,CONTADO,2,36,72,72,7274.0004
UDN_000002,REF_000045,CLIENTE_025413,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,11/02/2027,CONTADO,1,24,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_025413,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_025404,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_025416,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000039,PRODUCTO_000034,PROD_000007,11/02/2027,CONTADO,2,19,38,38,7274.0004
UDN_000002,REF_000045,CLIENTE_025416,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,4,45,180,180,7274.0004
UDN_000002,REF_000045,CLIENTE_025420,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_025417,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,11/02/2027,CONTADO,1,24,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_025417,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,5,45,225,225,7274.0004
UDN_000002,REF_000045,CLIENTE_025428,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,6,45,270,270,7274.0004
UDN_000002,REF_000045,CLIENTE_025874,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_026179,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_026237,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,1,17,17,17,7274.0004
UDN_000002,REF_000045,CLIENTE_026237,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,1,8,8,8,7274.0004
UDN_000002,REF_000045,CLIENTE_026237,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,5,45,225,225,7274.0004
UDN_000002,REF_000045,CLIENTE_026256,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_026281,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,3,17,51,51,7274.0004
UDN_000002,REF_000045,CLIENTE_026281,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,3,8,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_026765,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,1,17,17,17,7274.0004
UDN_000002,REF_000045,CLIENTE_026765,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,1,8,8,8,7274.0004
UDN_000002,REF_000045,CLIENTE_026765,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_027551,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,4,45,180,180,7274.0004
UDN_000002,REF_000045,CLIENTE_019421,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,4,45,180,180,7274.0004
UDN_000002,REF_000045,CLIENTE_018651,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_018653,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_018661,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_018591,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,3,17,51,51,7274.0004
UDN_000002,REF_000045,CLIENTE_018591,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,3,8,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_018591,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_018659,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_018662,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,1,17,17,17,7274.0004
UDN_000002,REF_000045,CLIENTE_018662,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,4,45,180,180,7274.0004
UDN_000002,REF_000045,CLIENTE_018677,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_019276,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,11/02/2027,CONTADO,3,17,51,51,7274.0004
UDN_000002,REF_000045,CLIENTE_019276,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000042,PRODUCTO_000038,PROD_000043,11/02/2027,CONTADO,1,20,20,20,7274.0004
UDN_000002,REF_000045,CLIENTE_019276,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,11/02/2027,CONTADO,3,8,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_019276,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_019931,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,11/02/2027,CONTADO,1,24,24,24,7274.0004
UDN_000002,REF_000045,CLIENTE_019935,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000045,CLIENTE_018686,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,4,45,180,180,7274.0004
UDN_000002,REF_000045,CLIENTE_025451,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,3,45,135,135,7274.0004
UDN_000002,REF_000045,CLIENTE_020333,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,1,45,45,45,7274.0004
UDN_000002,REF_000045,CLIENTE_019695,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000009,PRODUCTO_000007,PROD_000007,11/02/2027,CONTADO,1,12.5,12.5,12.5,7274.0004
UDN_000002,REF_000045,CLIENTE_019695,VEN_000015,VENDEDOR_000015,RUTA_000030,Ruta anonimizada,AYUDANTE_000017,,11/02/2027,RUTA_000029,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,11/02/2027,CONTADO,2,45,90,90,7274.0004
UDN_000002,REF_000046,CLIENTE_019372,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,4,45,180,180,7575.0004
UDN_000002,REF_000046,CLIENTE_020385,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,45,45,45,7575.0004
UDN_000002,REF_000046,CLIENTE_018324,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,09/02/2027,CONTADO,1,24,24,24,7575.0004
UDN_000002,REF_000046,CLIENTE_018335,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,2,45,90,90,7575.0004
UDN_000002,REF_000046,CLIENTE_019810,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,37,37,37,7575.0004
UDN_000002,REF_000046,CLIENTE_018331,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000011,PRODUCTO_000009,PROD_000007,09/02/2027,CONTADO,1,17,17,17,7575.0004
UDN_000002,REF_000046,CLIENTE_018331,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000036,PRODUCTO_000031,PROD_000007,09/02/2027,CONTADO,1,8,8,8,7575.0004
UDN_000002,REF_000046,CLIENTE_018340,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,42,42,42,7575.0004
UDN_000002,REF_000046,CLIENTE_018309,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000010,PRODUCTO_000008,PROD_000007,09/02/2027,CONTADO,1,24,24,24,7575.0004
UDN_000002,REF_000046,CLIENTE_018343,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,2,45,90,90,7575.0004
UDN_000002,REF_000046,CLIENTE_018351,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,45,45,45,7575.0004
UDN_000002,REF_000046,CLIENTE_019302,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,45,45,45,7575.0004
UDN_000002,REF_000046,CLIENTE_019818,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,45,45,45,7575.0004
UDN_000002,REF_000046,CLIENTE_019386,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,2,45,90,90,7575.0004
UDN_000002,REF_000046,CLIENTE_019514,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,3,45,135,135,7575.0004
UDN_000002,REF_000046,CLIENTE_018011,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,45,45,45,7575.0004
UDN_000002,REF_000046,CLIENTE_019822,VEN_000016,VENDEDOR_000016,RUTA_000032,Ruta anonimizada,AYUDANTE_000018,AYUDANTE_000019,09/02/2027,RUTA_000031,Ruta anonimizada,PROD_000001,PRODUCTO_000004,PROD_000004,09/02/2027,CONTADO,1,45,45,45,7575.0004
